parent_directory	object_type	name	size_in_bytes
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	parser.cpython-311.pyc	17037
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	progress_bars.cpython-311.pyc	4613
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	req_command.cpython-311.pyc	13106
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	spinners.cpython-311.pyc	8862
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	status_codes.cpython-311.pyc	401
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	__init__.cpython-311.pyc	313
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	cache.py	7944
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	check.py	2268
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	completion.py	4287
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	configuration.py	9766
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	debug.py	6797
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	download.py	5273
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	freeze.py	3203
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	hash.py	1703
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	help.py	1132
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	index.py	4731
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	inspect.py	3189
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	install.py	29428
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	list.py	12771
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	search.py	5628
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	show.py	7507
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	uninstall.py	3892
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	wheel.py	6414
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	file	__init__.py	3882
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands	directory	__pycache__	166111
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	cache.cpython-311.pyc	10901
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	check.cpython-311.pyc	3035
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	completion.cpython-311.pyc	5651
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	configuration.cpython-311.pyc	14879
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	debug.cpython-311.pyc	12192
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	download.cpython-311.pyc	7875
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	freeze.cpython-311.pyc	4720
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	hash.cpython-311.pyc	3383
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	help.cpython-311.pyc	1995
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	index.cpython-311.pyc	7684
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	inspect.cpython-311.pyc	4472
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	install.cpython-311.pyc	31427
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	list.cpython-311.pyc	17733
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	search.cpython-311.pyc	8880
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	show.cpython-311.pyc	12294
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	uninstall.cpython-311.pyc	5177
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	wheel.cpython-311.pyc	9332
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	__init__.cpython-311.pyc	4481
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions	file	base.py	1783
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions	file	installed.py	842
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions	file	sdist.py	6751
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions	file	wheel.py	1317
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions	file	__init__.py	858
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions	directory	__pycache__	18020
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__	file	base.cpython-311.pyc	3198
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__	file	installed.cpython-311.pyc	1872
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__	file	sdist.cpython-311.pyc	9378
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__	file	wheel.cpython-311.pyc	2509
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__	file	__init__.cpython-311.pyc	1063
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index	file	collector.py	16265
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index	file	package_finder.py	37666
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index	file	sources.py	8688
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index	file	__init__.py	30
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index	directory	__pycache__	82744
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index\__pycache__	file	collector.cpython-311.pyc	24359
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index\__pycache__	file	package_finder.cpython-311.pyc	44135
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index\__pycache__	file	sources.cpython-311.pyc	13983
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\index\__pycache__	file	__init__.cpython-311.pyc	267
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations	file	base.py	2556
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations	file	_distutils.py	6009
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations	file	_sysconfig.py	7724
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations	file	__init__.py	14925
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations	directory	__pycache__	38430
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__	file	base.cpython-311.pyc	4030
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__	file	_distutils.cpython-311.pyc	7579
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__	file	_sysconfig.cpython-311.pyc	8927
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__	file	__init__.cpython-311.pyc	17894
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata	file	base.py	25298
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata	file	pkg_resources.py	10542
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata	file	_json.py	2644
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata	file	__init__.py	4339
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata	directory	importlib	50275
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata	directory	__pycache__	66619
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib	file	_compat.py	2796
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib	file	_dists.py	8017
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib	file	_envs.py	7431
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib	file	__init__.py	135
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib	directory	__pycache__	31896
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__	file	_compat.cpython-311.pyc	4880
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__	file	_dists.cpython-311.pyc	14112
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__	file	_envs.cpython-311.pyc	12486
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__	file	__init__.cpython-311.pyc	418
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__	file	base.cpython-311.pyc	38189
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__	file	pkg_resources.cpython-311.pyc	18235
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__	file	_json.cpython-311.pyc	3666
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\metadata\__pycache__	file	__init__.cpython-311.pyc	6529
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	candidate.py	753
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	direct_url.py	6578
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	format_control.py	2486
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	index.py	1030
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	installation_report.py	2818
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	link.py	21034
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	scheme.py	575
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	search_scope.py	4531
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	selection_prefs.py	2015
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	target_python.py	4271
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	wheel.py	3601
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	file	__init__.py	63
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models	directory	__pycache__	73768
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	candidate.cpython-311.pyc	1871
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	direct_url.cpython-311.pyc	12433
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	format_control.cpython-311.pyc	4655
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	index.cpython-311.pyc	1926
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	installation_report.cpython-311.pyc	2632
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	link.cpython-311.pyc	29192
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	scheme.cpython-311.pyc	1174
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	search_scope.cpython-311.pyc	5791
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	selection_prefs.cpython-311.pyc	2023
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	target_python.cpython-311.pyc	5322
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	wheel.cpython-311.pyc	6448
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\models\__pycache__	file	__init__.cpython-311.pyc	301
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	auth.py	20809
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	cache.py	3935
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	download.py	6048
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	lazy_wheel.py	7638
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	session.py	18741
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	utils.py	4088
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	xmlrpc.py	1838
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	file	__init__.py	50
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network	directory	__pycache__	82253
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network\__pycache__	file	auth.cpython-311.pyc	24143
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\first_project\venv\Lib\site-packages\pip\_internal\network\__pycache__	file	cache.cpython-311.pyc	7957
